video_path,class_gloss,class_id,feature_path
ASL-Citizen/videos/23509015263340394-CASTLE 2.mp4,castle,8,features_cache/23509015263340394-CASTLE 2.pt
ASL-Citizen/videos/30070654019768583-PEEL 2.mp4,peel,68,features_cache/30070654019768583-PEEL 2.pt
ASL-Citizen/videos/11432147423106453-DOG.mp4,dog,13,features_cache/11432147423106453-DOG.pt
ASL-Citizen/videos/9184146468779903-BOWLING 2.mp4,bowling,101,features_cache/9184146468779903-BOWLING 2.pt
ASL-Citizen/videos/7381855460513327-RIDE 2.mp4,ride,226,features_cache/7381855460513327-RIDE 2.pt
ASL-Citizen/videos/0525121513125173-DARK.mp4,dark,109,features_cache/0525121513125173-DARK.pt
ASL-Citizen/videos/8143823054520445-HATCH 2.mp4,hatch,198,features_cache/8143823054520445-HATCH 2.pt
ASL-Citizen/videos/784442858510149-PILLOW 2.mp4,pillow,67,features_cache/784442858510149-PILLOW 2.pt
ASL-Citizen/videos/08028498244023075-FLASHLIGHT 3.mp4,flashlight,12,features_cache/08028498244023075-FLASHLIGHT 3.pt
ASL-Citizen/videos/8674978531375388-SHIRT 2.mp4,shirt,146,features_cache/8674978531375388-SHIRT 2.pt
ASL-Citizen/videos/3611339319587963-SLIP 2.mp4,slip,155,features_cache/3611339319587963-SLIP 2.pt
ASL-Citizen/videos/7913552139341871-SNEEZE 2.mp4,sneeze,140,features_cache/7913552139341871-SNEEZE 2.pt
ASL-Citizen/videos/5390411629840837-CLOCK 2.mp4,clock,156,features_cache/5390411629840837-CLOCK 2.pt
ASL-Citizen/videos/3635703251583551-GLASS 3.mp4,glass,47,features_cache/3635703251583551-GLASS 3.pt
ASL-Citizen/videos/22066071141437238-BANANA 2.mp4,banana,19,features_cache/22066071141437238-BANANA 2.pt
ASL-Citizen/videos/1455478001735404-CHERRY 2.mp4,cherry,254,features_cache/1455478001735404-CHERRY 2.pt
ASL-Citizen/videos/4458090401198842-ELEVATOR 3.mp4,elevator,49,features_cache/4458090401198842-ELEVATOR 3.pt
ASL-Citizen/videos/21072859884997563-STACK 2.mp4,stack,25,features_cache/21072859884997563-STACK 2.pt
ASL-Citizen/videos/461256999845691-ENVELOPE 5.mp4,envelope,3,features_cache/461256999845691-ENVELOPE 5.pt
ASL-Citizen/videos/36182318013198267-BURY 2.mp4,bury,14,features_cache/36182318013198267-BURY 2.pt
ASL-Citizen/videos/9072202582847813-ARREST 3.mp4,arrest,41,features_cache/9072202582847813-ARREST 3.pt
ASL-Citizen/videos/3965534717514636-KNITTING 3.mp4,knitting,64,features_cache/3965534717514636-KNITTING 3.pt
ASL-Citizen/videos/11938517772299284-SMILE 2.mp4,smile,239,features_cache/11938517772299284-SMILE 2.pt
ASL-Citizen/videos/28165779316856177-STACK 3.mp4,stack,25,features_cache/28165779316856177-STACK 3.pt
ASL-Citizen/videos/3414971948885017-SCREWDRIVER 2.mp4,screwdriver,54,features_cache/3414971948885017-SCREWDRIVER 2.pt
ASL-Citizen/videos/7866479770462362-CLOUD 4.mp4,cloud,30,features_cache/7866479770462362-CLOUD 4.pt
ASL-Citizen/videos/3719623393652336-CARROT 3.mp4,carrot,82,features_cache/3719623393652336-CARROT 3.pt
ASL-Citizen/videos/736053532553147-CRACKER 2.mp4,cracker,280,features_cache/736053532553147-CRACKER 2.pt
ASL-Citizen/videos/6440471350161254-POP 4.mp4,pop,26,features_cache/6440471350161254-POP 4.pt
ASL-Citizen/videos/07995519195035183-CROSS.mp4,cross,53,features_cache/07995519195035183-CROSS.pt
ASL-Citizen/videos/161397688937315-RAZOR 2.mp4,razor,221,features_cache/161397688937315-RAZOR 2.pt
ASL-Citizen/videos/5685505516650793-CHERRY.mp4,cherry,254,features_cache/5685505516650793-CHERRY.pt
ASL-Citizen/videos/46721838510936897-JACKET.mp4,jacket,21,features_cache/46721838510936897-JACKET.pt
ASL-Citizen/videos/638988979683649-RABBIT.mp4,rabbit,217,features_cache/638988979683649-RABBIT.pt
ASL-Citizen/videos/9665726169641298-SNOW 2.mp4,snow,298,features_cache/9665726169641298-SNOW 2.pt
ASL-Citizen/videos/24946258334528815-GUESS.mp4,guess,290,features_cache/24946258334528815-GUESS.pt
ASL-Citizen/videos/2889534487412355-DEMAND.mp4,demand,167,features_cache/2889534487412355-DEMAND.pt
ASL-Citizen/videos/6866053008104511-PINEAPPLE.mp4,pineapple,1,features_cache/6866053008104511-PINEAPPLE.pt
ASL-Citizen/videos/7882860253360209-ORDER 2.mp4,order,237,features_cache/7882860253360209-ORDER 2.pt
ASL-Citizen/videos/17735124828998106-PROBLEM 1.mp4,problem,230,features_cache/17735124828998106-PROBLEM 1.pt
ASL-Citizen/videos/0955181553369353-FOREIGNER.mp4,foreigner,114,features_cache/0955181553369353-FOREIGNER.pt
ASL-Citizen/videos/09797934187757074-CALL.mp4,call,259,features_cache/09797934187757074-CALL.pt
ASL-Citizen/videos/6833661881907038-DOWNSIZE.mp4,downsize,180,features_cache/6833661881907038-DOWNSIZE.pt
ASL-Citizen/videos/45107006465931687-PLUG.mp4,plug,100,features_cache/45107006465931687-PLUG.pt
ASL-Citizen/videos/45360553116056135-NUT.mp4,nut,235,features_cache/45360553116056135-NUT.pt
ASL-Citizen/videos/42899833130683573-ROCKET 1.mp4,rocket,255,features_cache/42899833130683573-ROCKET 1.pt
ASL-Citizen/videos/45974359533467624-WASH 1.mp4,wash,150,features_cache/45974359533467624-WASH 1.pt
ASL-Citizen/videos/6371396620489889-FLOAT.mp4,float,69,features_cache/6371396620489889-FLOAT.pt
ASL-Citizen/videos/1434349775005772-PIZZA 2.mp4,pizza,112,features_cache/1434349775005772-PIZZA 2.pt
ASL-Citizen/videos/4001283150525985-SWIM.mp4,swim,276,features_cache/4001283150525985-SWIM.pt
ASL-Citizen/videos/3950711714142374-PET.mp4,pet,270,features_cache/3950711714142374-PET.pt
ASL-Citizen/videos/05804557658914389-HURDLE-TRIP.mp4,hurdle/trip,125,features_cache/05804557658914389-HURDLE-TRIP.pt
ASL-Citizen/videos/9105274408150312-BAT 1.mp4,bat,55,features_cache/9105274408150312-BAT 1.pt
ASL-Citizen/videos/14052296225070893-BACKPACK.mp4,backpack,273,features_cache/14052296225070893-BACKPACK.pt
ASL-Citizen/videos/09223742662600642-BOW 2.mp4,bow,23,features_cache/09223742662600642-BOW 2.pt
ASL-Citizen/videos/9658452924914089-FOLLOW 1.mp4,follow,29,features_cache/9658452924914089-FOLLOW 1.pt
ASL-Citizen/videos/5459254713530837-STAMP 1.mp4,stamp,60,features_cache/5459254713530837-STAMP 1.pt
ASL-Citizen/videos/3227427763344013-SPREAD 1.mp4,spread,62,features_cache/3227427763344013-SPREAD 1.pt
ASL-Citizen/videos/25932604034382734-EDIT.mp4,edit,186,features_cache/25932604034382734-EDIT.pt
ASL-Citizen/videos/10538812985245771-CHEW 1.mp4,chew,20,features_cache/10538812985245771-CHEW 1.pt
ASL-Citizen/videos/8677145503168626-JUICE 1.mp4,juice,189,features_cache/8677145503168626-JUICE 1.pt
ASL-Citizen/videos/718637403722669-SPECIAL.mp4,special,246,features_cache/718637403722669-SPECIAL.pt
ASL-Citizen/videos/4360403919891973-BAND AID.mp4,bandaid,251,features_cache/4360403919891973-BAND AID.pt
ASL-Citizen/videos/7313686535099957-CHEERLEADER.mp4,cheerleader,252,features_cache/7313686535099957-CHEERLEADER.pt
ASL-Citizen/videos/16198513665292458-SHOOT.mp4,shoot,208,features_cache/16198513665292458-SHOOT.pt
ASL-Citizen/videos/42432643422310723-ERUPT 1.mp4,erupt,232,features_cache/42432643422310723-ERUPT 1.pt
ASL-Citizen/videos/3971071828139323-CONFUSED.mp4,confused,262,features_cache/3971071828139323-CONFUSED.pt
ASL-Citizen/videos/021155387754881794-REMEMBER 2.mp4,remember,224,features_cache/021155387754881794-REMEMBER 2.pt
ASL-Citizen/videos/8200321136224236-SLICE.mp4,slice,27,features_cache/8200321136224236-SLICE.pt
ASL-Citizen/videos/023886474321670015-MEDITATE 3.mp4,meditate,35,features_cache/023886474321670015-MEDITATE 3.pt
ASL-Citizen/videos/32331871750181684-FISHING 2.mp4,fishing,295,features_cache/32331871750181684-FISHING 2.pt
ASL-Citizen/videos/893612061993688-ARM 2.mp4,arm,56,features_cache/893612061993688-ARM 2.pt
ASL-Citizen/videos/8142321187623465-CAT 2.mp4,cat,77,features_cache/8142321187623465-CAT 2.pt
ASL-Citizen/videos/8921389920363676-WRAP UP_2.mp4,wrapup,285,features_cache/8921389920363676-WRAP UP_2.pt
ASL-Citizen/videos/10252345260075368-DROWN 3.mp4,drown,4,features_cache/10252345260075368-DROWN 3.pt
ASL-Citizen/videos/678153186669626-FOLLOW 4.mp4,follow,29,features_cache/678153186669626-FOLLOW 4.pt
ASL-Citizen/videos/4296628437490111-SOCCER 2.mp4,soccer,153,features_cache/4296628437490111-SOCCER 2.pt
ASL-Citizen/videos/402799943476833-BACKPACK.mp4,backpack,273,features_cache/402799943476833-BACKPACK.pt
ASL-Citizen/videos/2033811194245334-JUICE 2.mp4,juice,189,features_cache/2033811194245334-JUICE 2.pt
ASL-Citizen/videos/04374941905926821-KNIGHT.mp4,knight,28,features_cache/04374941905926821-KNIGHT.pt
ASL-Citizen/videos/05399800038436342-COOL 3.mp4,cool,18,features_cache/05399800038436342-COOL 3.pt
ASL-Citizen/videos/7108325310454742-GREET.mp4,greet,210,features_cache/7108325310454742-GREET.pt
ASL-Citizen/videos/8507496487441046-EMPTY 2.mp4,empty,288,features_cache/8507496487441046-EMPTY 2.pt
ASL-Citizen/videos/20592677719120855-STORY 3.mp4,story,46,features_cache/20592677719120855-STORY 3.pt
ASL-Citizen/videos/381603803230792-TOY 3.mp4,toy,39,features_cache/381603803230792-TOY 3.pt
ASL-Citizen/videos/12841038226728507-BREAKFAST.mp4,breakfast,136,features_cache/12841038226728507-BREAKFAST.pt
ASL-Citizen/videos/07925142118956563-ROAR.mp4,roar,294,features_cache/07925142118956563-ROAR.pt
ASL-Citizen/videos/9961559221980916-CASTLE 2.mp4,castle,8,features_cache/9961559221980916-CASTLE 2.pt
ASL-Citizen/videos/9061603512813023-CHEW 2.mp4,chew,20,features_cache/9061603512813023-CHEW 2.pt
ASL-Citizen/videos/0029775581086972647-LICK ENVELOPE.mp4,lickenvelope,137,features_cache/0029775581086972647-LICK ENVELOPE.pt
ASL-Citizen/videos/7048840334372948-GRAPES 2.mp4,grapes,269,features_cache/7048840334372948-GRAPES 2.pt
ASL-Citizen/videos/6105643191163064-RHINO 2.mp4,rhino,65,features_cache/6105643191163064-RHINO 2.pt
ASL-Citizen/videos/503159105594591-PEEL 2.mp4,peel,68,features_cache/503159105594591-PEEL 2.pt
ASL-Citizen/videos/17777316675017052-DOG.mp4,dog,13,features_cache/17777316675017052-DOG.pt
ASL-Citizen/videos/5503868341096074-DEVELOP.mp4,develop,286,features_cache/5503868341096074-DEVELOP.pt
ASL-Citizen/videos/6937971182098084-BOWLING 2.mp4,bowling,101,features_cache/6937971182098084-BOWLING 2.pt
ASL-Citizen/videos/24840096622109953-KISS 3.mp4,kiss,66,features_cache/24840096622109953-KISS 3.pt
ASL-Citizen/videos/5175941281598448-RIDE 2.mp4,ride,226,features_cache/5175941281598448-RIDE 2.pt
ASL-Citizen/videos/8081668677951284-FLOAT 3.mp4,float,69,features_cache/8081668677951284-FLOAT 3.pt
ASL-Citizen/videos/6248629879037961-BRA 2.mp4,bra,76,features_cache/6248629879037961-BRA 2.pt
ASL-Citizen/videos/8305535105258888-CARROT 2.mp4,carrot,82,features_cache/8305535105258888-CARROT 2.pt
ASL-Citizen/videos/8448676184696655-TOW 3.mp4,tow,45,features_cache/8448676184696655-TOW 3.pt
ASL-Citizen/videos/21345201266496527-BOOTS.mp4,boots,283,features_cache/21345201266496527-BOOTS.pt
ASL-Citizen/videos/46918670233616866-MINIMUM.mp4,minimum,166,features_cache/46918670233616866-MINIMUM.pt
ASL-Citizen/videos/5496799801208176-BLOW CANDLE_1.mp4,blowcandle,250,features_cache/5496799801208176-BLOW CANDLE_1.pt
ASL-Citizen/videos/44417424079446066-CORKSCREW 2.mp4,corkscrew,218,features_cache/44417424079446066-CORKSCREW 2.pt
ASL-Citizen/videos/08082414477089328-GLOVES 3.mp4,gloves,9,features_cache/08082414477089328-GLOVES 3.pt
ASL-Citizen/videos/7371610876431656-LEAF 2.mp4,leaf,284,features_cache/7371610876431656-LEAF 2.pt
ASL-Citizen/videos/6036711238812922-SLICE 2.mp4,slice,27,features_cache/6036711238812922-SLICE 2.pt
ASL-Citizen/videos/26439420589592477-DARK.mp4,dark,109,features_cache/26439420589592477-DARK.pt
ASL-Citizen/videos/5885833949985597-THROW.mp4,throw,200,features_cache/5885833949985597-THROW.pt
ASL-Citizen/videos/11863534499498907-HATCH 2.mp4,hatch,198,features_cache/11863534499498907-HATCH 2.pt
ASL-Citizen/videos/1813899812026507-ARREST 2.mp4,arrest,41,features_cache/1813899812026507-ARREST 2.pt
ASL-Citizen/videos/19471040860723443-SWEATER 3.mp4,sweater,44,features_cache/19471040860723443-SWEATER 3.pt
ASL-Citizen/videos/4973148207095919-ENVELOPE 4.mp4,envelope,3,features_cache/4973148207095919-ENVELOPE 4.pt
ASL-Citizen/videos/22478513842793557-JACKET 2.mp4,jacket,21,features_cache/22478513842793557-JACKET 2.pt
ASL-Citizen/videos/2580419662072009-GLOVES 4.mp4,gloves,9,features_cache/2580419662072009-GLOVES 4.pt
ASL-Citizen/videos/4345786149184214-PILLOW 2.mp4,pillow,67,features_cache/4345786149184214-PILLOW 2.pt
ASL-Citizen/videos/6246549914691799-CHEAT 2.mp4,cheat,291,features_cache/6246549914691799-CHEAT 2.pt
ASL-Citizen/videos/7932503137750462-FOLLOW 3.mp4,follow,29,features_cache/7932503137750462-FOLLOW 3.pt
ASL-Citizen/videos/004272649075903079-FLASHLIGHT 3.mp4,flashlight,12,features_cache/004272649075903079-FLASHLIGHT 3.pt
ASL-Citizen/videos/10236598982146194-HELICOPTER 2.mp4,helicopter,78,features_cache/10236598982146194-HELICOPTER 2.pt
ASL-Citizen/videos/3010294738843122-SHIRT 2.mp4,shirt,146,features_cache/3010294738843122-SHIRT 2.pt
ASL-Citizen/videos/6798197881140879-SAW 2.mp4,saw,261,features_cache/6798197881140879-SAW 2.pt
ASL-Citizen/videos/7168856798550707-DOLPHIN 2.mp4,dolphin,73,features_cache/7168856798550707-DOLPHIN 2.pt
ASL-Citizen/videos/9435041622962683-SLIP 2.mp4,slip,155,features_cache/9435041622962683-SLIP 2.pt
ASL-Citizen/videos/24526895590037223-CROSS 3.mp4,cross,53,features_cache/24526895590037223-CROSS 3.pt
ASL-Citizen/videos/10285706432797781-KANGAROO 3.mp4,kangaroo,36,features_cache/10285706432797781-KANGAROO 3.pt
ASL-Citizen/videos/8450105323978336-STRAIN 1.mp4,strain,292,features_cache/8450105323978336-STRAIN 1.pt
ASL-Citizen/videos/5234647407327859-PILLOW 3.mp4,pillow,67,features_cache/5234647407327859-PILLOW 3.pt
ASL-Citizen/videos/9271319540419956-SNEEZE 2.mp4,sneeze,140,features_cache/9271319540419956-SNEEZE 2.pt
ASL-Citizen/videos/4455297020301163-MOP 2.mp4,mop,299,features_cache/4455297020301163-MOP 2.pt
ASL-Citizen/videos/02131581178431574-CLOCK 2.mp4,clock,156,features_cache/02131581178431574-CLOCK 2.pt
ASL-Citizen/videos/8352438155685169-STAND 2.mp4,stand,275,features_cache/8352438155685169-STAND 2.pt
ASL-Citizen/videos/9317987198300575-MEASURE 2.mp4,measure,116,features_cache/9317987198300575-MEASURE 2.pt
ASL-Citizen/videos/7903041870096725-SHAVE 4.mp4,shave,0,features_cache/7903041870096725-SHAVE 4.pt
ASL-Citizen/videos/5572084870775083-GLASS 3.mp4,glass,47,features_cache/5572084870775083-GLASS 3.pt
ASL-Citizen/videos/9903444079337274-BANANA 2.mp4,banana,19,features_cache/9903444079337274-BANANA 2.pt
ASL-Citizen/videos/08060394554053163-STRETCH 2.mp4,stretch,268,features_cache/08060394554053163-STRETCH 2.pt
ASL-Citizen/videos/5773744878291307-PEACH 2.mp4,peach,129,features_cache/5773744878291307-PEACH 2.pt
ASL-Citizen/videos/9553318754297411-DIP 3.mp4,dip,79,features_cache/9553318754297411-DIP 3.pt
ASL-Citizen/videos/7473493115593715-CHERRY 2.mp4,cherry,254,features_cache/7473493115593715-CHERRY 2.pt
ASL-Citizen/videos/805251149993387-DUCK 2.mp4,duck,244,features_cache/805251149993387-DUCK 2.pt
ASL-Citizen/videos/4986672602945341-ELEVATOR 3.mp4,elevator,49,features_cache/4986672602945341-ELEVATOR 3.pt
ASL-Citizen/videos/4328981841838875-PET 2.mp4,pet,270,features_cache/4328981841838875-PET 2.pt
ASL-Citizen/videos/36977652499182057-STACK 2.mp4,stack,25,features_cache/36977652499182057-STACK 2.pt
ASL-Citizen/videos/5666884241110774-BURY 2.mp4,bury,14,features_cache/5666884241110774-BURY 2.pt
ASL-Citizen/videos/10829421777530057-ENVELOPE 2.mp4,envelope,3,features_cache/10829421777530057-ENVELOPE 2.pt
ASL-Citizen/videos/3401881404458804-GUN.mp4,gun,63,features_cache/3401881404458804-GUN.pt
ASL-Citizen/videos/5684604344761137-ARREST 3.mp4,arrest,41,features_cache/5684604344761137-ARREST 3.pt
ASL-Citizen/videos/8057787598667017-BOIL 2.mp4,boil,176,features_cache/8057787598667017-BOIL 2.pt
ASL-Citizen/videos/6407005642106143-FLOAT 2.mp4,float,69,features_cache/6407005642106143-FLOAT 2.pt
ASL-Citizen/videos/5127815661704609-KNITTING 3.mp4,knitting,64,features_cache/5127815661704609-KNITTING 3.pt
ASL-Citizen/videos/41455262875959953-SMILE 2.mp4,smile,239,features_cache/41455262875959953-SMILE 2.pt
ASL-Citizen/videos/3038765263837697-CLOUD 4.mp4,cloud,30,features_cache/3038765263837697-CLOUD 4.pt
ASL-Citizen/videos/6929634567614391-CARROT 3.mp4,carrot,82,features_cache/6929634567614391-CARROT 3.pt
ASL-Citizen/videos/6340849968493041-CRACKER 2.mp4,cracker,280,features_cache/6340849968493041-CRACKER 2.pt
ASL-Citizen/videos/06486740728713336-MOUNTAIN 2.mp4,mountain,173,features_cache/06486740728713336-MOUNTAIN 2.pt
ASL-Citizen/videos/6921494806658774-PARACHUTE 2.mp4,parachute,42,features_cache/6921494806658774-PARACHUTE 2.pt
ASL-Citizen/videos/1383203105819133-CALENDAR.mp4,calendar,257,features_cache/1383203105819133-CALENDAR.pt
ASL-Citizen/videos/5868603660193392-CLOCK.mp4,clock,156,features_cache/5868603660193392-CLOCK.pt
ASL-Citizen/videos/8733109006343269-CROSS.mp4,cross,53,features_cache/8733109006343269-CROSS.pt
ASL-Citizen/videos/9328514720747945-RAZOR 2.mp4,razor,221,features_cache/9328514720747945-RAZOR 2.pt
ASL-Citizen/videos/02450557358015293-JACKET.mp4,jacket,21,features_cache/02450557358015293-JACKET.pt
ASL-Citizen/videos/6445331634562388-WHAT FOR.mp4,whatfor,80,features_cache/6445331634562388-WHAT FOR.pt
ASL-Citizen/videos/7459003227179599-RABBIT.mp4,rabbit,217,features_cache/7459003227179599-RABBIT.pt
ASL-Citizen/videos/07141966342871009-MIX 3.mp4,mix,43,features_cache/07141966342871009-MIX 3.pt
ASL-Citizen/videos/15365556773972355-SNOW 2.mp4,snow,298,features_cache/15365556773972355-SNOW 2.pt
ASL-Citizen/videos/8515089770258144-ERASE 2.mp4,erase,2,features_cache/8515089770258144-ERASE 2.pt
ASL-Citizen/videos/823110623400116-WANT.mp4,want,151,features_cache/823110623400116-WANT.pt
ASL-Citizen/videos/13678451685096915-PIPE 3.mp4,pipe,15,features_cache/13678451685096915-PIPE 3.pt
ASL-Citizen/videos/5142134278555357-KNITTING.mp4,knitting,64,features_cache/5142134278555357-KNITTING.pt
ASL-Citizen/videos/7383284467475846-GUESS.mp4,guess,290,features_cache/7383284467475846-GUESS.pt
ASL-Citizen/videos/5588499945170378-LOBSTER 2.mp4,lobster,81,features_cache/5588499945170378-LOBSTER 2.pt
ASL-Citizen/videos/21726284787567063-DEMAND.mp4,demand,167,features_cache/21726284787567063-DEMAND.pt
ASL-Citizen/videos/9271579911868026-SANDWICH 3.mp4,sandwich,16,features_cache/9271579911868026-SANDWICH 3.pt
ASL-Citizen/videos/8181460730057075-NECKLACE 4.mp4,necklace,24,features_cache/8181460730057075-NECKLACE 4.pt
ASL-Citizen/videos/23595475577416636-PINEAPPLE.mp4,pineapple,1,features_cache/23595475577416636-PINEAPPLE.pt
ASL-Citizen/videos/8811710885283992-SWIM 2.mp4,swim,276,features_cache/8811710885283992-SWIM 2.pt
ASL-Citizen/videos/19069990980190799-ORDER 2.mp4,order,237,features_cache/19069990980190799-ORDER 2.pt
ASL-Citizen/videos/8357855864449022-PROBLEM 1.mp4,problem,230,features_cache/8357855864449022-PROBLEM 1.pt
ASL-Citizen/videos/5632090317291663-FOREIGNER.mp4,foreigner,114,features_cache/5632090317291663-FOREIGNER.pt
ASL-Citizen/videos/6016017574074628-CORKSCREW.mp4,corkscrew,218,features_cache/6016017574074628-CORKSCREW.pt
ASL-Citizen/videos/38950739320714645-TAIL.mp4,tail,287,features_cache/38950739320714645-TAIL.pt
ASL-Citizen/videos/21338949344886227-PATIENT 2.mp4,patient,40,features_cache/21338949344886227-PATIENT 2.pt
ASL-Citizen/videos/9406031669184307-DROWN.mp4,drown,4,features_cache/9406031669184307-DROWN.pt
ASL-Citizen/videos/39040662175778196-CALL.mp4,call,259,features_cache/39040662175778196-CALL.pt
ASL-Citizen/videos/8089330458355601-LOCK.mp4,lock,61,features_cache/8089330458355601-LOCK.pt
ASL-Citizen/videos/8980531534841563-HEAR 1.mp4,hear,253,features_cache/8980531534841563-HEAR 1.pt
ASL-Citizen/videos/6642648183118116-STAND.mp4,stand,275,features_cache/6642648183118116-STAND.pt
ASL-Citizen/videos/41029280941888735-RELAX.mp4,relax,265,features_cache/41029280941888735-RELAX.pt
ASL-Citizen/videos/24754455638054895-POP.mp4,pop,26,features_cache/24754455638054895-POP.pt
ASL-Citizen/videos/6787901273668946-GLASS 1.mp4,glass,47,features_cache/6787901273668946-GLASS 1.pt
ASL-Citizen/videos/7102622774546783-BELT.mp4,belt,98,features_cache/7102622774546783-BELT.pt
ASL-Citizen/videos/6673206481467684-SHARK 1.mp4,shark,260,features_cache/6673206481467684-SHARK 1.pt
ASL-Citizen/videos/6548359118926097-ROCKET 2.mp4,rocket,255,features_cache/6548359118926097-ROCKET 2.pt
ASL-Citizen/videos/6942834524009942-BEE.mp4,bee,264,features_cache/6942834524009942-BEE.pt
ASL-Citizen/videos/5877477403766205-SWING 2.mp4,swing,178,features_cache/5877477403766205-SWING 2.pt
ASL-Citizen/videos/3346796780303052-SUPPORT 2.mp4,support,177,features_cache/3346796780303052-SUPPORT 2.pt
ASL-Citizen/videos/4612467897905175-TWINS.mp4,twins,204,features_cache/4612467897905175-TWINS.pt
ASL-Citizen/videos/4951508680992962-WASH FACE_1.mp4,washface,248,features_cache/4951508680992962-WASH FACE_1.pt
ASL-Citizen/videos/9502926253049975-CANCER.mp4,cancer,196,features_cache/9502926253049975-CANCER.pt
ASL-Citizen/videos/9081816589308054-SLED 1.mp4,sled,271,features_cache/9081816589308054-SLED 1.pt
ASL-Citizen/videos/845583367464454-BOW 3.mp4,bow,23,features_cache/845583367464454-BOW 3.pt
ASL-Citizen/videos/3958753309494858-SLIDE.mp4,slide,231,features_cache/3958753309494858-SLIDE.pt
ASL-Citizen/videos/1986007166975341-LICK 2.mp4,lick,197,features_cache/1986007166975341-LICK 2.pt
ASL-Citizen/videos/3918678808994427-HOLD.mp4,hold,182,features_cache/3918678808994427-HOLD.pt
ASL-Citizen/videos/2053925903776488-RIDE 1.mp4,ride,226,features_cache/2053925903776488-RIDE 1.pt
ASL-Citizen/videos/9321172620631089-CONVINCE.mp4,convince,245,features_cache/9321172620631089-CONVINCE.pt
ASL-Citizen/videos/4945066725857523-STAMP 2.mp4,stamp,60,features_cache/4945066725857523-STAMP 2.pt
ASL-Citizen/videos/4623939078299175-FENCE.mp4,fence,223,features_cache/4623939078299175-FENCE.pt
ASL-Citizen/videos/11044012470847586-BOIL.mp4,boil,176,features_cache/11044012470847586-BOIL.pt
ASL-Citizen/videos/16773855585263187-ONE MORE_1.mp4,onemore,243,features_cache/16773855585263187-ONE MORE_1.pt
ASL-Citizen/videos/12727868514342755-SPILL 1.mp4,spill,168,features_cache/12727868514342755-SPILL 1.pt
ASL-Citizen/videos/5010906491885074-DEVELOP.mp4,develop,286,features_cache/5010906491885074-DEVELOP.pt
ASL-Citizen/videos/13698404104270012-SHARPEN 1.mp4,sharpen,51,features_cache/13698404104270012-SHARPEN 1.pt
ASL-Citizen/videos/635262261966874-TOW 1.mp4,tow,45,features_cache/635262261966874-TOW 1.pt
ASL-Citizen/videos/8661531195489742-SHARP 1.mp4,sharp,256,features_cache/8661531195489742-SHARP 1.pt
ASL-Citizen/videos/3074374786031364-CONVINCE 2.mp4,convince,245,features_cache/3074374786031364-CONVINCE 2.pt
